     900.0000       1.312351    
     900.0200       1.336214    
     900.0400       1.358277    
     900.0600       1.376832    
     900.0800       1.392974    
     900.1000       1.406671    
     900.1199       1.410424    
     900.1400       1.414573    
     900.1600       1.428334    
     900.1800       1.432227    
     900.2000       1.416800    
     900.2200       1.350838    
     900.2400       1.136073    
     900.2599      0.6237471    
     900.2800      0.4663174    
     900.3000      0.7205779    
     900.3200       2.559553    
     900.3400       14.87234    
     900.3600       31.22179    
     900.3799       27.85201    
     900.4000       32.70954    
     900.4199       23.87713    
     900.4400       6.274558    
     900.4600       1.566043    
     900.4800       1.256324    
     900.5000       1.249548    
     900.5200       1.245813    
     900.5400       1.236102    
     900.5599       1.198605    
     900.5800       1.042647    
     900.6000      0.7386198    
     900.6200      0.5812219    
     900.6400      0.6727437    
     900.6600      0.9606767    
     900.6800       1.169990    
     900.7000       1.230900    
     900.7200       1.245512    
     900.7400       1.250623    
     900.7600       1.253192    
     900.7800       1.253164    
     900.8000       1.243891    
     900.8199       1.233169    
     900.8400       1.242418    
     900.8599       1.251330    
     900.8800       1.245643    
     900.9000       1.204325    
     900.9200       1.108089    
     900.9400       1.026681    
     900.9600      0.9831269    
     900.9800      0.9390087    
     900.9999      0.8462661    
     901.0200      0.9323905    
     901.0400       1.083392    
     901.0600       1.198389    
     901.0800       1.242826    
     901.1000       1.246815    
     901.1199       1.215674    
     901.1400       1.129037    
     901.1600       1.117968    
     901.1800       1.206307    
     901.2000       1.248742    
     901.2200       1.255819    
     901.2400       1.255359    
     901.2599       1.250988    
     901.2800       1.249759    
     901.2999       1.252526    
     901.3200       1.250661    
     901.3400       1.244139    
     901.3600       1.233742    
     901.3800       1.192212    
     901.4000       1.015225    
     901.4200      0.6665897    
     901.4399      0.5926431    
     901.4600      0.9251822    
     901.4800       1.162427    
     901.5000       1.227817    
     901.5200       1.242870    
     901.5400       1.246396    
     901.5599       1.244714    
     901.5800       1.231253    
     901.6000       1.218893    
     901.6200       1.235187    
     901.6400       1.247251    
     901.6600       1.248773    
     901.6800       1.252202    
     901.7000       1.253927    
     901.7200       1.253257    
     901.7399       1.251658    
     901.7600       1.249280    
     901.7800       1.245340    
     901.8000       1.238047    
     901.8200       1.224180    
     901.8400       1.191187    
     901.8600       1.107954    
     901.8799      0.8846687    
     901.9000      0.4796521    
     901.9200      0.2679428    
     901.9400      0.5153596    
     901.9600      0.9189747    
     901.9800       1.130566    
     901.9999       1.199037    
     902.0200       1.210631    
     902.0400       1.174046    
     902.0600       1.147949    
     902.0800       1.196164    
     902.1000       1.237536    
     902.1200       1.250063    
     902.1400       1.253038    
     902.1600       1.254036    
     902.1799       1.254623    
     902.2000       1.254957    
     902.2200       1.254349    
     902.2400       1.249412    
     902.2600       1.239145    
     902.2800       1.240474    
     902.3000       1.250014    
     902.3199       1.252437    
     902.3400       1.249123    
     902.3600       1.246107    
     902.3800       1.246924    
     902.4000       1.243840    
     902.4200       1.232053    
     902.4399       1.213237    
     902.4600       1.167389    
     902.4799      0.9871058    
     902.5000      0.6475754    
     902.5200      0.6162072    
     902.5400      0.9494836    
     902.5600       1.159420    
     902.5800       1.219609    
     902.6000       1.236344    
     902.6199       1.242568    
     902.6400       1.245420    
     902.6600       1.245506    
     902.6800       1.239737    
     902.7000       1.227358    
     902.7200       1.222286    
     902.7400       1.216605    
     902.7599       1.181744    
     902.7800       1.131548    
     902.8000       1.010605    
     902.8200      0.6812737    
     902.8400      0.4703559    
     902.8600      0.7481165    
     902.8799       1.066937    
     902.9000       1.188001    
     902.9199       1.221136    
     902.9400       1.230695    
     902.9600       1.238331    
     902.9800       1.246361    
     903.0000       1.250713    
     903.0200       1.252443    
     903.0400       1.253363    
     903.0599       1.253650    
     903.0800       1.251768    
     903.1000       1.247659    
     903.1200       1.247311    
     903.1400       1.242608    
     903.1600       1.198220    
     903.1800       1.117100    
     903.2000       1.139627    
     903.2200       1.219057    
     903.2400       1.244673    
     903.2600       1.240004    
     903.2800       1.231503    
     903.3000       1.238085    
     903.3199       1.241118    
     903.3400       1.215188    
     903.3599       1.092453    
     903.3800      0.8797719    
     903.4000      0.9211394    
     903.4200       1.131642    
     903.4400       1.219163    
     903.4600       1.231293    
     903.4800       1.238554    
     903.4999       1.250158    
     903.5200       1.255033    
     903.5400       1.256504    
     903.5600       1.257085    
     903.5800       1.257406    
     903.6000       1.257604    
     903.6200       1.256838    
     903.6400       1.256690    
     903.6600       1.257377    
     903.6800       1.256747    
     903.7000       1.249912    
     903.7200       1.221616    
     903.7400       1.198310    
     903.7599       1.226721    
     903.7800       1.251702    
     903.7999       1.257142    
     903.8200       1.257882    
     903.8400       1.257959    
     903.8600       1.258499    
     903.8800       1.258840    
     903.9000       1.258865    
     903.9200       1.258837    
     903.9399       1.258808    
     903.9600       1.258867    
     903.9800       1.268883    
     904.0000       1.575318    
     904.0200       4.146538    
     904.0400       10.02744    
     904.0599       11.96429    
     904.0800       6.829216    
     904.1000       2.312847    
     904.1200       1.316459    
     904.1400       1.256196    
     904.1600       1.253595    
     904.1800       1.250500    
     904.2000       1.248580    
     904.2200       1.223672    
     904.2399       1.119847    
     904.2600       1.060860    
     904.2800       1.169443    
     904.3000       1.240207    
     904.3200       1.247823    
     904.3400       1.227945    
     904.3600       1.206448    
     904.3799       1.226620    
     904.4000       1.245317    
     904.4200       1.244474    
     904.4400       1.224825    
     904.4600       1.164094    
     904.4800       1.124363    
     904.4999       1.088906    
     904.5200      0.9365548    
     904.5400      0.9495517    
     904.5600       1.134720    
     904.5800       1.220613    
     904.6000       1.240094    
     904.6200       1.249318    
     904.6400       1.253578    
     904.6600       1.255081    
     904.6799       1.255751    
     904.7000       1.256087    
     904.7200       1.256279    
     904.7400       1.256560    
     904.7600       1.256732    
     904.7800       1.256682    
     904.8000       1.256718    
     904.8199       1.256952    
     904.8400       1.257160    
     904.8600       1.257329    
     904.8800       1.257200    
     904.9000       1.256594    
     904.9200       1.255482    
     904.9399       1.250667    
     904.9600       1.220525    
     904.9800       1.152031    
     905.0000       1.157909    
     905.0200       1.225597    
     905.0400       1.250630    
