# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, unit: Angstrom, datatype: float64}
# - {name: flux, unit: erg / (Angstrom cm2 s), datatype: float64}
# schema: astropy-2.0
wavelength flux
1792.703369 6.814000030885836e-09
1794.075439 6.830799925694464e-09
1795.447754 6.832300059045338e-09
1796.819946 6.714099942684015e-09
1798.192139 6.697599808092037e-09
1799.564331 6.784400152781701e-09
1800.936646 6.840799926521868e-09
1802.308838 6.779799832656864e-09
1803.681152 6.660399787250526e-09
1805.053467 6.586700074251439e-09
1806.425781 6.445500133622772e-09
1807.798096 6.2878000584021265e-09
1809.17041 6.409599961898494e-09
1810.542725 6.585199940900566e-09
1811.915039 6.625899828804904e-09
1813.287354 6.58189991398217e-09
1814.65979 6.4599001703413705e-09
1816.032104 6.3751000034528715e-09
1817.404541 6.317999901028769e-09
1818.776978 6.369699878661096e-09
1820.149414 6.315799883083173e-09
1821.521851 6.346100089871243e-09
1822.894287 6.382999906406894e-09
1824.266724 6.366799976120774e-09
