# %ECSV 1.0
# ---
# datatype:
# - {name: WAV, unit: Angstrom, datatype: float64}
# - {name: EFF, datatype: float64}
# meta: !!omap
# - {DICHROIC: D560}
# - {GRATING: 400/8500}
# schema: astropy-2.0
WAV EFF
5528.693633752038 0.00038431241255851094
5533.242674944685 0.006118843516676881
5537.789762545931 0.011740628519082724
5542.340269054452 0.017242174051919707
5546.890287198292 0.022654996209039453
5551.443235840291 0.027873679814479215
5555.994719299402 0.03298362561947608
5561.685661014379 0.03926098851763628
5566.237632981275 0.04421667386047135
5570.791070218925 0.04905807268209917
5575.346949545296 0.053712640711427624
5579.902828915209 0.05835597322133477
5584.460661964668 0.06279905789097286
5589.0180066484345 0.06716317997897588
5593.576816602537 0.07133508973876575
5598.135138190718 0.0754605719747852
5602.694436639998 0.07951948521424286
5607.253246723126 0.08365986537780629
5611.814010485261 0.08753777568845991
5616.374285881028 0.09147919255878491
5622.080368992142 0.09581801247354309
5626.643574938023 0.09944016559288939
5631.20726933535 0.10302393417571654
5635.7719405931 0.10643675136337954
5640.337100302103 0.10971990883087201
5644.903236871349 0.11311124658473826
5649.469861891655 0.11638170008899747
5654.035998544722 0.11973138199318432
5658.605065694156 0.12280798425584255
5663.173644476162 0.12581206288944866
5667.742711708841 0.12868820262014705
5672.312755801214 0.13149250659605552
5676.883288344071 0.13439737473543625
5682.600605558239 0.13732469646558337
5687.172603421216 0.14025656266760472
5691.74606655264 0.1427705089486043
5696.31904131588 0.14540409946214028
5700.892992938251 0.14779251005684976
5705.470363465414 0.14979785521807812
5710.047245624124 0.15212198391780135
5714.624616232572 0.15445561437332866
5719.200033244855 0.1568662325152684
5723.778380752478 0.15902364115322215
5728.359658755412 0.1605804042249277
5732.9380063435265 0.16310929188573692
5737.5183076084295 0.16503671814382812
5743.245393677941 0.16710672876228297
5747.826183441899 0.1694930438235
5752.408438473206 0.17116538949087384
5756.994600817784 0.17225678962931956
5761.577344337603 0.17447470748590724
5766.161064715322 0.1762838876726571
5770.749669224547 0.17699361126875454
5775.334366499439 0.17931946065723425
5779.920529041197 0.18061610537204698
5784.509622077426 0.18186934980907896
5789.095784697373 0.18378294164532094
5793.686343039328 0.18463987016093464
5798.275924601713 0.1864816884696493
5804.01473314387 0.18750219831137246
5808.602849565655 0.18950788865696505
5813.197315346196 0.19003188974728571
5817.78933911901 0.1916524421386781
5822.384293385757 0.1921011384729509
5826.976317235281 0.1939042284940305
5831.572248397116 0.1943613935921053
5836.166225960035 0.1960279085404092
5840.764110835163 0.19650195811098026
5845.358088474068 0.19828408586074192
5849.95743865289 0.1985269656022413
5854.552881595252 0.2005173670234346
5859.155162305317 0.2004438812297491
5864.904716483125 0.20150447778613806
5869.502601594101 0.2029094689272391
5874.104394016875 0.2036889770769781
5878.70618647699 0.20410082805172636
5883.307490565048 0.2056175218945424
5887.911725146134 0.20563170228928868
5892.514494536365 0.20675872075505283
5897.118729191537 0.20769470472281543
5901.72442911159 0.20781545062413143
5906.329152249818 0.20897612444991975
5910.935829062104 0.2097669882000157
5915.543971139062 0.2100066501675295
5920.150159615244 0.21094098760553343
5925.911924638842 0.21112419473892394
5930.52006683437 0.21238294880634992
5935.12967429424 0.21281661412169942
5939.7417238371145 0.21305916915520814
5944.352308188066 0.21364404937928533
5948.962892575061 0.21476358448803837
5953.574942226117 0.21532548094642542
5958.190410778665 0.21532824803991282
5962.803925729553 0.21568291116001415
5967.417929125547 0.21639129171277932
5972.031444147794 0.2174587532266695
5976.646912843137 0.2178730351049788
5981.265312030308 0.21772316799504413
5987.035869017115 0.21879256349098572
5991.653291465074 0.2191753202645753
5996.272179176466 0.21945839294734917
6000.892532151229 0.21974037933125304
6005.513373570489 0.21986997673379002
6010.133238205925 0.22036405404450715
6014.7540796951 0.22075637524114397
6019.375898037944 0.22123864343219662
6023.997716415543 0.22199369201401464
6028.620511646668 0.22265146477146397
6033.244772140685 0.22302491539996191
6037.869521078666 0.22339299331941323
6042.493781641657 0.2241342751795005
6048.277526259811 0.22413215710030848
6052.904717356694 0.22439427893050917
6057.531420078329 0.22484013736915612
6062.158611243531 0.22537881937805568
6066.786290852224 0.22581946759016547
6071.414458904335 0.22654624834906795
6076.043115399791 0.2270796951810021
6080.673725566922 0.22742049845128273
6085.304824177273 0.227953816405308
6089.937388049719 0.22819548490203534
6094.57044036525 0.22863001747252618
6099.202515895337 0.22877262412699864
6103.836056687316 0.22910937544721482
6109.628104826575 0.2301349461070573
6114.263599331495 0.230471444248733
6118.898605460123 0.23061375171309545
6123.537030488387 0.23056366254247865
6128.173501911714 0.23099779619241514
6132.809484958503 0.23172754560072334
6137.447421676234 0.2323595115178324
6142.085846836311 0.2329961744124692
6146.726714076747 0.23265359234070862
6151.366604530845 0.23309523762133327
6156.006006608036 0.2339327754986759
6160.647362355876 0.23447956876181403
6165.28969495526 0.23443582977006291
6171.092000238135 0.2353965391569335
6175.735309729405 0.23535442549637456
6180.379107662466 0.23601187420324024
6185.022905627699 0.23677080114296822
6189.668657263229 0.23683732769732443
6194.314897340355 0.2373036163200738
6198.960160630335 0.23767355865545464
6203.606400771313 0.2385484265010036
6208.256059811056 0.23832495154111824
6212.901323196469 0.2396077593046588
6217.551470709237 0.23958919985470534
6222.20064143449 0.2401772757604831
6226.850300600861 0.24066941477760187
6232.66383983182 0.24108567176280118
6237.315452707246 0.24108132043632674
6241.966088794821 0.2418870301628919
6246.6196553711825 0.2423960897439868
6251.272733569147 0.2429071252290505
6255.92581179823 0.24363088475134256
6260.58084369676 0.24373936185430917
